NR_ZONA,NR_SECAO,NR_LOCAL_VOTACAO,NM_UE,endereco_geocode,lat,lng
423,216,1066,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,427,1325,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,68,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,629,1724,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,207,1414,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,195,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,421,1520,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,85,1104,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,291,1376,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,64,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,416,1520,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,74,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,40,1040,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,158,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,373,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,319,1384,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,584,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,539,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,65,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,123,1120,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,307,1457,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,347,1465,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,45,1031,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,567,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,103,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,325,1422,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,222,1317,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,115,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,463,2291,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,355,1210,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,133,1333,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,541,1104,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,50,1040,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,405,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,643,1872,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,431,1503,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,28,1031,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,73,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,112,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,57,1066,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,79,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,192,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,620,1120,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,116,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,33,1031,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,506,1546,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,18,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,527,2356,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,477,2313,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,36,1031,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,143,1147,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,53,1066,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,483,2313,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,270,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,85,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,505,1880,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,3,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,254,1341,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,130,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,324,1414,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,47,1040,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,74,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,76,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,128,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,312,1287,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,187,1392,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,179,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,202,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,259,1252,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,644,2038,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,127,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,456,1295,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,455,2291,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,69,1392,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,222,1422,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,325,1422,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,53,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,687,1961,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,355,1287,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,188,1287,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,279,1422,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,573,1880,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,252,1260,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,406,1520,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,552,1660,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,204,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,597,1910,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,226,1929,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,421,1511,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,306,1252,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,290,1333,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,219,1228,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,272,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,139,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,263,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,110,1112,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,343,1457,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,220,1252,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,52,1040,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,443,1414,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,568,1376,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,229,1430,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,5,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,111,1295,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,196,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,186,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,70,2151,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,49,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,125,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,638,1864,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,705,1970,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,152,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,230,1236,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,522,2356,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,309,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,379,1511,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,211,1406,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,371,1481,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,235,1350,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,83,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,594,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,377,1449,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,386,1481,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,45,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,121,1112,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,104,1104,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,576,1686,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,343,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,370,1481,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,230,1350,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,238,1295,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,426,1260,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,571,2402,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,8,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,286,1368,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,405,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,88,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,368,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,177,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,130,1325,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,178,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,255,1252,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,35,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,29,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,250,1333,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,276,1341,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,107,1287,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,304,1287,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,241,1287,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,594,1724,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,373,2135,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,60,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,316,2151,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,227,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,470,2305,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,496,2330,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,441,2283,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,506,2330,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,569,1929,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,83,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,331,1244,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,24,1120,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,682,1961,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,427,1414,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,431,1929,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,397,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,336,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,461,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,240,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,475,1589,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,387,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,140,1333,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,282,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,209,1414,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,220,1210,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,525,1104,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,40,1066,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,616,1929,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,579,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,321,1414,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,254,1317,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,578,1104,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,175,1295,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,756,2038,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,59,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,34,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,33,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,40,1066,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,726,1996,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,253,1244,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,503,1554,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,549,2372,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,129,1104,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,153,1112,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,339,1333,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,12,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,221,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,562,1104,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,497,1287,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,271,1414,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,97,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,331,1287,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,159,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,485,1554,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,36,1040,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,267,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,399,2135,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,296,1376,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,509,2348,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,216,1422,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,450,2283,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,77,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,459,2291,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,514,2348,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,325,1414,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,586,1481,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,39,1040,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,112,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,154,1350,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,422,1236,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,157,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,262,1325,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,316,1465,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,493,2321,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,417,2259,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,266,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,66,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,9,1023,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,498,1562,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,435,2275,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,298,1449,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,537,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,71,2151,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,136,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,543,1830,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,695,1961,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,340,1287,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,101,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,319,1287,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,30,1120,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,410,1511,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,511,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,256,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,506,1570,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,36,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,116,1317,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,442,1511,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,431,2275,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,699,1961,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,260,1252,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,708,1988,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,426,2267,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,92,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,70,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,150,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,148,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,332,1350,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,561,1910,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,9,1104,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,270,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,507,2348,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,491,1554,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,237,1040,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,760,2046,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,440,1449,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,54,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,425,1406,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,278,1384,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,366,1236,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,515,2348,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,569,2402,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,374,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,554,2372,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,515,1589,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,545,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,158,1350,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,381,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,552,2372,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,299,1236,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,110,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,740,2011,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,187,1210,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,478,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,80,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,42,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,66,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,296,1449,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,90,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,312,1465,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,272,1422,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,523,2356,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,108,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,420,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,535,2364,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,411,2259,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,503,1589,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,333,1449,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,485,2321,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,75,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,2,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,34,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,113,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,9,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,244,1279,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,109,1295,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,332,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,75,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,773,2062,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,494,2330,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,753,2038,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,462,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,786,2089,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,152,1112,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,217,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,332,1414,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,739,2003,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,356,1457,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,143,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,229,1295,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,624,1929,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,717,1988,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,774,2062,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,223,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,421,2267,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,230,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,96,1112,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,233,1244,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,532,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,346,1414,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,13,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,17,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,133,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
